"","name","location","salary","require","time","company","companysituation","companyintro","tags"
"45","软件工程师--机器人-北京","北京·中关村","25k-50k","经验不限/本科","10:24发布","智加科技","人工智能/A轮/50-150人","“弹性工作制 优厚的薪酬 风口行业”","/人工智能/"
"46","机器视觉算法工程师","广州·番禺区","18k-36k","经验3-5年/硕士","16:41发布","博智林机器人公司","移动互联网,人工智能/上市公司/500-2000人","“大牛云集，15薪”","/计算机视觉/"
"47","机器视觉算法应用工程师","上海·长宁区","20k-40k","经验1-3年/本科","2天前发布","拼多多","电子商务,移动互联网/上市公司/2000人以上","“平台好,大牛多,薪资待遇佳”","/人工智能/机器学习/图像处理/模式识别/"
"48","机器人专家","北京·上地","30k-50k","经验不限/本科","1天前发布","车好多集团","O2O/C轮/2000人以上","“潜力大”","/移动互联网/"
"49","机器人工程师","武汉·东湖新技术开发区","10k-15k","经验1-3年/本科","17:38发布","库柏特COBOT","其他/B轮/50-150人","“机器人,软件,算法,大牛团队”","/软件开发/"
"50","机器人工程师（高级）","深圳·横岗","12k-24k","经验1-3年/本科","1天前发布","鲁班嫡系机器人","移动互联网,硬件/不需要融资/150-500人","“周末,五险一金,带薪年假,扁平管理”","/C++/"
"51","机器人行为工程师","深圳·南山区","10k-20k","经验3-5年/本科","2天前发布","云鲸智能","硬件/A轮/50-150人","“扁平化管理,股权激励,年度旅游,五险一金”","/软件开发/嵌入式/C++/"
"52","计算机视觉与机器学习方向博士后","北京·中关村","10k-20k","经验应届毕业生/博士","2019-03-12","中科院计算所","数据服务/不需要融资/50-150人","“环境好、人员层次高、平台好、成长快”","/人工智能/图像处理/算法/"
"53","机器学习/深度学习工程师","杭州·西溪","25k-50k","经验1-3年/硕士","2019-03-08","涂鸦智能","移动互联网,硬件/C轮/500-2000人","“氛围轻松,行业前景好,产品优秀,精英团队”","/算法/"
"54","机器人研究员","深圳·西丽","25k-40k","经验不限/博士","19:29发布","Xeno Dynamics","硬件,医疗健康/A轮/15-50人","“发展前景大,出国机会多,理论研究深,核心职位”","/部门管理/技术管理/"
"55","三维机器视觉算法工程师","深圳·益田村","10k-15k","经验不限/本科","2019-03-13","显扬科技","人工智能/A轮/15-50人","“免费零食，股票期权，领导nice，大牛多”","/图像处理/机器学习/计算机视觉/"
"56","机器视觉算法工程师","深圳·科技园","15k-30k","经验1年以下/本科","2天前发布","TP-LINK","硬件/不需要融资/2000人以上","“团队氛围好,免费班车,技术氛围好”","/计算机视觉/机器学习/深度学习/"
"57","ROS机器人工程师","深圳·上梅林","12k-24k","经验1-3年/本科","1天前发布","深圳澳谷智能科技有限公司","其他/A轮/少于15人","“国际化企业 优秀的管理团队”","/硬件制造/"
"58","机器学习专家","上海·浦东新区","30k-50k","经验5-10年/本科","1天前发布","招商银行信用卡中心","移动互联网,金融/上市公司/2000人以上","“五险一金,职位晋升,各类补贴”","/人工智能/深度学习/"
"59","机器学习","北京·朝阳区","20k-35k","经验1-3年/本科","20:06发布","闪银奇异","移动互联网,金融/D轮及以上/500-2000人","“全额公积金,自助午餐,高新技术,大牛领导”","/大数据/互联网金融/算法/数据挖掘/数据处理/"
